ASTATE,DISTRICT,TEHSIL,VILLAGE,TOTAL_OF_ROR,TOTAL_OF_LAND_OWNER,ROR_DATA_ENTRY_AS_OF_P_S,AVAILABILITY_OF_ROR_DISTRIBUTION_P_S,ROR_LINKAGE_WITH_AA_COMPLETED,ROR_LINKAGE_WITH_AA_ONGOING,OF_LAND_OWNER_HOLDERS_WHOSE_ROR_L_W_A,WHETHER_MUTATION_NOTICE_AND_MUTATION_WORKFLOW_A_C,ISSUANCE_OF_DIGITALLY_SIGNED_ROR,ICT_CHANNEL_OF_DISTRIBUTION_OF_ROR,STATUS_ENTRY_DATE,STATE_CODE,DISTRICT_CODE,TEHSIL_CODE,URL_DISTRICT,URL_TEHSIL
UTTAR PRADESH,Agra,Fatehabad,Jarari,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Jarauli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Jatpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Jawaharpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kalayan Pur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kanharpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Karahi,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Karaudhna,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Khandar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Khera Jawahar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kolara Kalan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kolara Khurd,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kolari,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Koompura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Krapal Pura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kurra Chitterpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,kutakpur Gola,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Kutakpur Gujar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,kutakpur Rohai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Lahara,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Lahar Patti Lahar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Lakhanpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Lakhurani,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Lohari Iradatnagar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Luhari Fatehabad,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Luhenta,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Maharajpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Maharampur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mahra Chaudhri,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Maraina,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mewali Kalan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mewali Khurd,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mirpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mithpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mohammadpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mubarikpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Murawal,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Musepur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mutawai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Mutnai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Muzaffarpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagar Chand,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagariya,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Bhikki,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Dhir,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Haji,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Lohiya,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Mawai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Patam,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nagla Shadhi,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Naugawan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nibohra,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nichakhera,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Nisk Patti Jarauli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Paliya,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Paroli Sikarwar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patharkot,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patti Akilkhan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patti Bhanpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patti Mirpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patti Muzaffarpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patti Shaikhupur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Patti Siktara,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Pauser,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Penti Khera,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Phulpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Pratap Pura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Raipura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Ramgarh,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Rampur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Ran Pura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Rasulpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Rihauli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Rohai Khas,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Ruppur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Saidpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Fatehabad,Salempur Dhankar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,769,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=769,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
